,Type
1384,1
17789,0
9036,1
5856,0
297,1
8635,1
16983,1
15459,1
13073,0
2077,1
15519,1
15952,1
2229,1
2842,1
2537,1
194,1
16481,1
7362,1
6636,0
7498,1
14483,1
17191,0
4042,0
6553,0
10770,0
16952,1
5505,0
6854,1
6761,0
5300,0
16122,1
320,1
7135,1
1371,1
17898,0
11984,0
2654,1
9099,1
13945,1
3398,0
10243,0
8532,1
12762,0
15021,1
14085,1
16593,1
926,1
244,1
7469,1
8207,1
143,1
5983,0
8151,1
2363,1
14635,1
129,1
1161,1
17547,0
4282,0
5953,0
287,1
9822,1
15706,1
5308,0
10068,1
10680,0
16965,1
14821,1
8681,1
1170,1
16882,1
10374,0
12224,0
6792,1
14641,1
17223,0
11228,0
1859,1
12613,0
14254,1
15474,1
6781,0
14390,1
12619,0
15509,1
13549,1
3121,1
8579,1
1311,1
1032,1
8339,1
13315,0
6382,1
7910,1
931,1
691,1
13169,0
6364,0
1909,1
9021,1
11690,0
10273,0
17080,1
17584,0
44,1
3939,0
16274,1
7108,1
12282,0
4319,0
2965,1
3969,0
9379,1
4926,0
13179,0
8476,1
7478,1
10266,0
6308,0
4159,0
3092,1
15611,1
7954,1
5555,0
16914,1
3982,0
13198,0
6940,1
16479,1
1404,1
3195,1
12552,0
17530,0
12965,0
969,1
17977,0
6543,1
11926,0
9117,1
10076,1
2843,1
2851,1
4815,0
16710,1
5956,0
14142,1
11220,0
15947,1
4471,0
12983,0
16042,1
11818,0
1789,1
140,1
2059,1
7143,1
12442,0
12205,0
1902,1
4686,0
13492,0
8090,1
4922,0
6785,1
5877,0
9548,1
75,1
2345,1
6447,1
8430,1
8622,1
4586,0
17726,0
17027,1
14639,1
16296,1
1553,1
5874,0
8432,1
8975,1
16507,1
11258,0
6197,0
9169,1
14935,1
5695,0
2941,1
13262,0
12446,0
13311,0
7381,1
16099,1
1620,1
5578,0
10338,0
9993,1
7905,1
10287,0
14066,1
15117,1
9549,1
16204,1
14045,1
6782,0
14006,1
16337,1
17965,0
13343,0
1609,1
3096,1
2415,1
17968,0
2017,1
2971,1
12317,0
2931,1
3246,1
124,1
1106,1
1814,1
15592,1
224,1
11533,0
8790,1
2123,1
17528,0
14428,1
15204,1
17110,1
8970,1
2806,1
2197,1
4051,0
1216,1
7701,1
11554,0
14945,1
725,1
12710,0
9170,1
808,1
15495,1
16439,1
14963,1
13889,1
4906,0
13915,1
3177,1
3962,0
15506,1
2671,1
12678,0
9427,1
9417,1
1764,1
15900,1
607,1
12544,0
17354,0
13852,1
3217,1
5737,0
8479,1
2053,1
11158,0
3164,1
14318,1
15302,1
2541,1
1657,1
17345,0
8069,1
17336,0
8644,1
2710,1
6316,0
7549,1
4266,0
16880,1
6715,0
422,1
10972,0
5316,0
8849,1
17587,0
9673,1
2845,1
4066,0
16988,1
11576,0
5244,0
1001,1
4198,0
2418,1
15612,1
3575,0
6726,0
3847,0
961,1
9772,1
12800,0
10398,0
13890,1
4887,0
757,1
5313,0
2284,1
16594,1
12482,0
4827,0
8378,1
807,1
3907,0
7023,1
1956,1
10637,0
9343,1
12229,0
11404,0
13651,1
16298,1
2402,1
17815,0
1073,1
14620,1
6524,1
17777,0
10283,0
18044,0
8095,1
16956,1
14885,1
16585,1
10130,1
14930,1
15959,1
10658,0
1003,1
7658,1
17258,0
14626,1
7566,1
13180,0
13188,0
9677,1
17387,0
5368,0
16134,1
9603,1
6289,0
13256,0
8901,1
12702,0
16183,1
985,1
11268,0
14360,1
6169,0
15293,1
7384,1
13883,1
17285,0
12293,0
12940,0
10914,0
17509,0
9460,1
2462,1
14219,1
268,1
7962,1
3580,0
11708,0
71,1
9454,1
16239,1
15386,1
12450,0
2821,1
4524,0
589,1
13936,1
13118,0
14740,1
10841,0
15969,1
15518,1
16493,1
3758,0
6845,1
2028,1
10850,0
8869,1
15797,1
16480,1
5454,0
13167,0
15566,1
17962,0
11454,0
13353,0
2432,1
16858,1
9828,1
4647,0
8469,1
12858,0
896,1
9803,1
7000,1
1587,1
6686,0
1719,1
6100,0
3806,0
8806,1
15334,1
3961,0
13314,0
7036,1
6078,0
890,1
17253,0
17168,0
4006,0
4939,0
15832,1
17002,1
5898,0
15029,1
15955,1
15072,1
10991,0
584,1
11460,0
3932,0
1260,1
16944,1
310,1
1716,1
11500,0
6009,0
2052,1
13857,1
4668,0
4298,0
6646,0
3783,0
1008,1
7347,1
16534,1
10377,0
7409,1
11815,0
15144,1
8383,1
9878,1
13454,0
4059,0
8721,1
90,1
1987,1
14456,1
15695,1
17673,0
7279,1
16045,1
10309,0
11129,0
15269,1
9175,1
7192,1
9517,1
16872,1
5043,0
2925,1
13271,0
8185,1
11406,0
5884,0
2341,1
11744,0
15141,1
17711,0
12668,0
627,1
13385,0
16149,1
7545,1
12955,0
4765,0
16283,1
3672,0
16636,1
128,1
15961,1
13858,1
16864,1
4182,0
7299,1
12427,0
6995,1
2398,1
6305,0
14319,1
12392,0
1186,1
14003,1
10703,0
3354,0
10169,1
5314,0
9220,1
4247,0
17664,0
11273,0
9107,1
9497,1
1096,1
11241,0
6653,0
11159,0
1273,1
5698,0
12758,0
8728,1
10988,0
6797,1
9590,1
6615,0
3358,0
7755,1
183,1
12859,0
14148,1
15802,1
14731,1
17884,0
6513,1
4567,0
6603,0
10686,0
10848,0
16485,1
15040,1
1961,1
4992,0
4891,0
8039,1
5869,0
9570,1
5305,0
6226,0
15022,1
10939,0
14170,1
1251,1
3176,1
3359,0
13724,1
12805,0
16260,1
16798,1
6320,0
11481,0
14488,1
7411,1
7538,1
12580,0
17390,0
13580,1
12225,0
1051,1
12261,0
14011,1
9221,1
8464,1
10234,0
4763,0
9062,1
1874,1
13152,0
9278,1
13757,1
7282,1
11412,0
9008,1
15241,1
14757,1
4322,0
17409,0
9448,1
5831,0
16212,1
15713,1
16327,1
8684,1
15551,1
12629,0
4485,0
14873,1
11670,0
8615,1
3924,0
9940,1
17597,0
16897,1
13360,0
12726,0
14754,1
7850,1
10854,0
12426,0
16144,1
3113,1
3303,0
9536,1
1690,1
14431,1
11143,0
5048,0
13427,0
3308,0
1504,1
1806,1
3871,0
15516,1
3791,0
2786,1
15450,1
16101,1
1717,1
2696,1
1848,1
4512,0
14839,1
10623,0
6622,0
3435,0
17374,0
142,1
13985,1
11175,0
6992,1
13882,1
13128,0
11601,0
1117,1
1756,1
497,1
6751,0
12300,0
870,1
3357,0
9104,1
7678,1
721,1
10997,0
11265,0
886,1
17703,0
14654,1
16496,1
8347,1
9712,1
8102,1
4876,0
10938,0
13606,1
13719,1
314,1
16548,1
17107,1
13574,1
14918,1
4204,0
5850,0
6129,0
5447,0
3129,1
1996,1
14819,1
3968,0
13684,1
16209,1
10165,1
336,1
10956,0
15796,1
16572,1
13826,1
2985,1
13579,1
4620,0
6531,1
11669,0
13098,0
3558,0
11001,0
4820,0
14653,1
3416,0
307,1
7869,1
12100,0
16801,1
348,1
5918,0
16971,1
7243,1
17618,0
4482,0
11145,0
11874,0
15889,1
9421,1
10245,0
8263,1
13416,0
6855,1
16264,1
15579,1
16291,1
15556,1
1666,1
7579,1
5570,0
9949,1
52,1
13251,0
6263,0
1445,1
13082,0
16743,1
1695,1
11084,0
1574,1
14804,1
11395,0
4405,0
1630,1
269,1
1881,1
5074,0
5509,0
17005,1
13504,0
9040,1
13983,1
14196,1
13841,1
11069,0
186,1
11971,0
10022,1
5558,0
16329,1
7185,1
4143,0
16683,1
6587,0
1234,1
13955,1
3915,0
446,1
844,1
5201,0
7124,1
11994,0
15402,1
2440,1
3103,1
11088,0
7692,1
4774,0
9718,1
6974,1
6094,0
9486,1
2153,1
5518,0
16015,1
5067,0
11634,0
16634,1
15392,1
5208,0
14102,1
776,1
8417,1
6327,0
6324,0
10345,0
4920,0
16888,1
9182,1
2782,1
15935,1
3136,1
16614,1
5462,0
3183,1
16752,1
7522,1
14882,1
15874,1
3199,1
15127,1
1289,1
12773,0
15393,1
17631,0
10335,0
17657,0
14864,1
17216,0
7542,1
12318,0
11905,0
12158,0
1879,1
16696,1
12453,0
13304,0
5457,0
14195,1
16957,1
15496,1
12057,0
2148,1
4131,0
1036,1
8828,1
17642,0
13419,0
4134,0
649,1
9275,1
6711,0
861,1
9095,1
191,1
8301,1
6026,0
17425,0
1942,1
10295,0
4331,0
17276,0
8775,1
10232,0
7972,1
15452,1
14946,1
14815,1
12851,0
2775,1
4145,0
10515,0
8954,1
2617,1
2411,1
1094,1
6065,0
1546,1
4589,0
6034,0
13506,0
6953,1
3135,1
3856,0
17372,0
6419,1
3805,0
16902,1
10846,0
17704,0
7431,1
6774,0
16968,1
464,1
1257,1
10020,1
2259,1
15107,1
5630,0
3327,0
6231,0
7382,1
10394,0
14104,1
5047,0
1262,1
18008,0
7212,1
975,1
14304,1
5866,0
9133,1
6582,0
12915,0
2387,1
17823,0
5021,0
7129,1
12583,0
7175,1
11413,0
3882,0
6055,0
11115,0
8135,1
14698,1
14227,1
3875,0
2789,1
9136,1
17057,1
1857,1
16863,1
4108,0
5213,0
8281,1
3255,1
7323,1
2690,1
7389,1
4627,0
14886,1
1319,1
15080,1
17947,0
5162,0
14510,1
13814,1
12192,0
1135,1
4529,0
11667,0
3505,0
4749,0
10669,0
12380,0
7086,1
12017,0
9941,1
15720,1
13225,0
17938,0
6336,0
14592,1
6982,1
10066,1
917,1
2505,1
2904,1
570,1
1448,1
3414,0
16105,1
15998,1
14913,1
9290,1
15893,1
6837,1
3226,1
17833,0
12170,0
4383,0
9229,1
7845,1
3539,0
14110,1
17127,0
2827,1
5780,0
14824,1
4996,0
1338,1
3262,1
7876,1
14421,1
6838,1
5741,0
650,1
6039,0
11094,0
2258,1
5395,0
16923,1
7082,1
15527,1
3521,0
10922,0
15013,1
4478,0
5660,0
9788,1
67,1
10776,0
12626,0
11388,0
17513,0
15840,1
13512,0
7609,1
1258,1
15956,1
6047,0
991,1
3504,0
8305,1
919,1
10701,0
11678,0
165,1
13797,1
6644,0
12795,0
9141,1
4594,0
16199,1
11962,0
10698,0
2850,1
14539,1
18030,0
13246,0
15569,1
12638,0
16233,1
4460,0
14896,1
10697,0
6623,0
9306,1
16655,1
8490,1
9867,1
11539,0
2735,1
5669,0
12031,0
4988,0
1205,1
2378,1
13847,1
12517,0
4172,0
12391,0
12742,0
8092,1
13276,0
15984,1
2103,1
11141,0
3759,0
15581,1
1837,1
16041,1
16497,1
16313,1
5710,0
8799,1
4500,0
1093,1
13322,0
6718,0
14355,1
8960,1
12679,0
160,1
203,1
6483,1
3940,0
9555,1
4933,0
11126,0
15443,1
7647,1
18017,0
1230,1
9166,1
3046,1
7957,1
11142,0
2915,1
17243,0
14444,1
4251,0
6111,0
6204,0
17126,0
12226,0
2725,1
4290,0
4334,0
13911,1
12069,0
383,1
7485,1
12945,0
4886,0
857,1
370,1
6539,1
11441,0
2561,1
3801,0
10832,0
5455,0
13525,1
12682,0
10539,0
8841,1
6859,1
10973,0
13585,1
10625,0
954,1
7404,1
5944,0
615,1
11783,0
2575,1
53,1
14242,1
3340,0
15139,1
9897,1
17226,0
17232,0
13367,0
9685,1
5876,0
11748,0
16158,1
8995,1
13145,0
1812,1
16208,1
990,1
16357,1
16442,1
15890,1
11705,0
13831,1
16702,1
8411,1
2942,1
9480,1
3163,1
4678,0
2618,1
3612,0
8235,1
7871,1
17734,0
11618,0
3792,0
11763,0
11577,0
9695,1
13474,0
10045,1
3439,0
1892,1
6457,1
249,1
5255,0
17220,0
5167,0
13006,0
18009,0
6460,1
1505,1
13784,1
670,1
9471,1
15159,1
897,1
3306,0
8026,1
6239,0
10858,0
11385,0
2890,1
6003,0
7739,1
15228,1
13626,1
10813,0
16782,1
14477,1
8397,1
2,0
10562,0
16053,1
9961,1
634,1
12508,0
6079,0
531,1
16813,1
8181,1
2604,1
6476,1
4177,0
16677,1
17800,0
11064,0
8923,1
3406,0
10531,0
5991,0
6328,0
13951,1
13812,1
2565,1
2581,1
16324,1
11999,0
8385,1
2607,1
13962,1
10674,0
17595,0
9447,1
2104,1
17447,0
14773,1
14240,1
4234,0
4994,0
12716,0
16986,1
5057,0
658,1
4434,0
11676,0
717,1
3816,0
6773,0
11186,0
9579,1
15977,1
10664,0
9813,1
17561,0
7260,1
3904,0
14261,1
2679,1
9288,1
6811,1
14396,1
9359,1
10655,0
3700,0
15644,1
1788,1
8442,1
6314,0
12816,0
3645,0
1776,1
192,1
9012,1
13653,1
17384,0
16495,1
17677,0
5388,0
12358,0
16008,1
4951,0
2687,1
4390,0
11164,0
15182,1
4927,0
12532,0
5552,0
10799,0
15595,1
238,1
12207,0
17420,0
11169,0
13649,1
6901,1
14609,1
5618,0
9137,1
14454,1
8640,1
5097,0
14447,1
14895,1
13761,1
3552,0
18026,0
3360,0
8328,1
5628,0
10602,0
7751,1
5783,0
4507,0
16650,1
12174,0
146,1
14727,1
2294,1
10445,0
7178,1
11803,0
9928,1
12961,0
16640,1
8306,1
11259,0
14363,1
17600,0
7117,1
8690,1
7081,1
4733,0
8912,1
4384,0
13045,0
16546,1
11281,0
17325,0
15426,1
4545,0
596,1
17252,0
11510,0
14048,1
5164,0
6038,0
1647,1
15060,1
11821,0
6815,1
2700,1
11862,0
1700,1
11502,0
10696,0
2773,1
11134,0
6968,1
8143,1
6219,0
16083,1
86,1
10500,0
10869,0
16383,1
16346,1
16942,1
2594,1
17086,1
1029,1
136,1
6972,1
14924,1
7024,1
11087,0
2854,1
12601,0
1200,1
6121,0
12909,0
9763,1
12127,0
8758,1
15383,1
6296,0
3927,0
10105,1
11582,0
17010,1
8468,1
3606,0
17083,1
10551,0
2330,1
11707,0
2187,1
195,1
13440,0
12356,0
5059,0
802,1
2668,1
241,1
2068,1
15066,1
2032,1
644,1
9116,1
5103,0
1637,1
7552,1
8312,1
11173,0
16781,1
3074,1
9014,1
7296,1
3278,1
8003,1
10327,0
14375,1
4970,0
17832,0
8326,1
15868,1
6915,1
13516,0
15404,1
11961,0
13450,0
10751,0
7829,1
62,1
15811,1
15882,1
17448,0
14610,1
14471,1
13792,1
10659,0
679,1
2041,1
8933,1
5307,0
14827,1
3641,0
16441,1
16280,1
3258,1
12855,0
1873,1
4744,0
10788,0
9909,1
2912,1
11035,0
4027,0
5488,0
16830,1
8024,1
7786,1
16178,1
16290,1
7240,1
6864,1
489,1
8685,1
690,1
12013,0
602,1
10103,1
1014,1
869,1
1993,1
13712,1
11949,0
10558,0
7610,1
5283,0
4370,0
14980,1
15111,1
1361,1
15232,1
1526,1
16529,1
1629,1
15311,1
1551,1
15575,1
1184,1
1337,1
3901,0
11202,0
5041,0
8252,1
10442,0
17300,0
5039,0
2346,1
17441,0
5485,0
6136,0
10976,0
5694,0
5119,0
5166,0
1134,1
8342,1
10996,0
13846,1
10278,0
11943,0
10451,0
4017,0
10409,0
17328,0
2424,1
4138,0
12048,0
859,1
16310,1
2962,1
8089,1
16238,1
15441,1
16758,1
12931,0
17989,0
12654,0
7294,1
1364,1
7674,1
1779,1
13842,1
17299,0
2101,1
1818,1
369,1
4937,0
10896,0
5285,0
8367,1
16190,1
7071,1
12905,0
2093,1
11336,0
11683,0
7817,1
1920,1
82,1
7331,1
7304,1
816,1
13318,0
16202,1
4396,0
14855,1
8475,1
6124,0
4120,0
16320,1
8801,1
11107,0
1813,1
1271,1
13903,1
8751,1
2994,1
15218,1
15180,1
6409,1
15478,1
2642,1
9280,1
13848,1
12700,0
2305,1
14557,1
16576,1
4195,0
13032,0
12847,0
16547,1
12768,0
12360,0
3849,0
17921,0
16587,1
13445,0
17683,0
10606,0
3554,0
12883,0
12690,0
2195,1
13237,0
2600,1
6163,0
1518,1
12956,0
12506,0
11558,0
14058,1
14648,1
6309,0
10825,0
5755,0
5633,0
8399,1
6241,0
13065,0
10626,0
7162,1
11846,0
16582,1
15059,1
17562,0
12712,0
11737,0
1988,1
12968,0
9533,1
13636,1
7737,1
517,1
10561,0
6160,0
14960,1
17246,0
16118,1
14455,1
9607,1
12856,0
4456,0
2761,1
6481,1
5911,0
17192,0
6547,1
4855,0
7644,1
17036,1
8319,1
11666,0
6358,0
9741,1
12502,0
2438,1
3765,0
14973,1
13452,0
6432,1
8643,1
7846,1
14224,1
12253,0
9665,1
8058,1
6340,0
4821,0
18,0
3560,0
3951,0
49,1
16697,1
3104,1
887,1
6261,0
7236,1
6989,1
6043,0
10808,0
8708,1
3168,1
2949,1
1424,1
139,1
10116,1
10570,0
3197,1
5131,0
112,1
8160,1
16873,1
4559,0
4595,0
15417,1
11442,0
4690,0
11254,0
7951,1
15904,1
12738,0
14906,1
3277,1
10758,0
16870,1
4068,0
4408,0
14154,1
16780,1
9729,1
11414,0
10667,0
451,1
7262,1
3731,0
7256,1
17119,1
4986,0
3663,0
2763,1
8850,1
15815,1
14696,1
1855,1
12812,0
999,1
389,1
11599,0
6426,1
1476,1
2240,1
10578,0
17293,0
8112,1
992,1
7032,1
4997,0
3922,0
2972,1
11578,0
6871,1
18039,0
15057,1
4769,0
1293,1
10016,1
11065,0
4173,0
2535,1
17287,0
1907,1
16475,1
4946,0
8560,1
6033,0
7619,1
1151,1
1567,1
3171,1
16465,1
9689,1
7106,1
17023,1
4160,0
4287,0
2230,1
14795,1
174,1
1903,1
9291,1
8752,1
14661,1
3408,0
1538,1
2292,1
9523,1
1363,1
4357,0
14704,1
5260,0
14905,1
15160,1
680,1
13050,0
15784,1
3664,0
1661,1
508,1
166,1
13689,1
16471,1
9198,1
16533,1
7365,1
1914,1
11686,0
7263,1
3854,0
4199,0
7361,1
16940,1
13182,0
10728,0
1104,1
12067,0
15656,1
9944,1
5310,0
15068,1
11108,0
11156,0
5754,0
152,1
15827,1
15855,1
5679,0
12099,0
2832,1
10744,0
17957,0
14094,1
3551,0
3722,0
15477,1
16741,1
12541,0
4538,0
14867,1
10014,1
12278,0
15028,1
8463,1
1991,1
17176,0
8501,1
15857,1
5141,0
10743,0
11791,0
11814,0
3811,0
16893,1
3450,0
4591,0
7352,1
205,1
13722,1
9327,1
6680,0
13156,0
2749,1
11805,0
8497,1
1849,1
14485,1
6028,0
10180,0
3240,1
10990,0
12707,0
13822,1
15851,1
3109,1
13131,0
12251,0
10179,0
5934,0
16360,1
5810,0
8575,1
5634,0
4307,0
11580,0
3156,1
13926,1
6534,1
10919,0
17296,0
14302,1
1380,1
16821,1
8891,1
3832,0
824,1
4776,0
7997,1
4276,0
8445,1
14179,1
580,1
15407,1
278,1
6771,0
7415,1
3252,1
16924,1
10672,0
17864,0
289,1
14079,1
3075,1
16247,1
15732,1
14440,1
16816,1
12327,0
11546,0
9582,1
14121,1
15891,1
270,1
4570,0
16000,1
16145,1
11163,0
14204,1
16966,1
12399,0
11410,0
9583,1
6696,0
12167,0
4316,0
3180,1
15466,1
1422,1
8275,1
9065,1
11030,0
17224,0
4557,0
12692,0
7812,1
12839,0
6297,0
17924,0
14628,1
17787,0
1132,1
10642,0
12146,0
10521,0
10827,0
6242,0
15747,1
17321,0
2871,1
12938,0
7423,1
12996,0
16194,1
15341,1
10152,1
17439,0
16351,1
5520,0
9408,1
1913,1
14961,1
9256,1
3786,0
12602,0
14955,1
14848,1
13715,1
8345,1
2161,1
3008,1
1105,1
14733,1
692,1
17047,1
4956,0
8307,1
17551,0
4369,0
2765,1
3929,0
15243,1
11622,0
3696,0
7778,1
14433,1
628,1
2451,1
14259,1
12098,0
3824,0
4422,0
10844,0
18016,0
3743,0
2176,1
13810,1
6689,0
8858,1
3318,0
14501,1
9653,1
7432,1
2787,1
12297,0
1196,1
1676,1
3947,0
7618,1
4444,0
11128,0
10852,0
15903,1
5722,0
15568,1
10695,0
3638,0
2369,1
4967,0
17859,0
2217,1
17958,0
8148,1
10410,0
3326,0
14816,1
3583,0
17865,0
17905,0
3619,0
6217,0
2468,1
12424,0
11307,0
8277,1
16662,1
5973,0
10993,0
11863,0
3667,0
12474,0
5158,0
7594,1
6976,1
17323,0
12782,0
10211,0
3423,0
10717,0
8199,1
2409,1
3212,1
16756,1
5366,0
14850,1
6593,0
2895,1
16938,1
14122,1
12906,0
1296,1
11617,0
3642,0
14801,1
14711,1
16586,1
9475,1
13701,1
10193,0
16803,1
9061,1
17782,0
17617,0
13912,1
8548,1
17971,0
5451,0
7160,1
10685,0
7866,1
14143,1
2743,1
9467,1
10082,1
12867,0
14634,1
9797,1
11755,0
13979,1
4958,0
9738,1
10572,0
6474,1
17434,0
7888,1
11424,0
8811,1
11498,0
492,1
11691,0
15967,1
1116,1
5637,0
5085,0
1757,1
11486,0
14787,1
17208,0
6353,0
6589,0
2645,1
17959,0
7557,1
10692,0
13869,1
17051,1
5241,0
3644,0
2783,1
12001,0
14692,1
10661,0
15950,1
1696,1
5685,0
2295,1
5939,0
7763,1
10244,0
9968,1
11033,0
3313,0
4781,0
8350,1
16839,1
9784,1
9915,1
7605,1
215,1
11365,0
6707,0
1072,1
8682,1
1994,1
3483,0
7006,1
5102,0
13379,0
11623,0
6599,0
3764,0
15847,1
6410,1
15129,1
13705,1
25,0
17546,0
10601,0
11462,0
7659,1
13401,0
5690,0
9744,1
232,1
277,1
6683,0
12063,0
11594,0
12721,0
9171,1
10847,0
10039,1
11908,0
630,1
8584,1
15418,1
16867,1
8707,1
15321,1
6614,0
5243,0
1102,1
3276,1
5345,0
15513,1
2204,1
17871,0
12188,0
8386,1
12903,0
8835,1
13370,0
11477,0
11308,0
13767,1
11767,0
11222,0
12512,0
14508,1
18042,0
2207,1
4552,0
4402,0
7395,1
3718,0
972,1
4579,0
6516,1
719,1
13839,1
6155,0
17781,0
12088,0
2803,1
2566,1
4025,0
6198,0
8224,1
12952,0
17016,1
14047,1
4063,0
11654,0
13732,1
9889,1
2792,1
2222,1
5818,0
13993,1
11956,0
3866,0
14459,1
2745,1
11867,0
10343,0
15190,1
11950,0
16295,1
3227,1
4214,0
3923,0
12096,0
10469,0
14900,1
1401,1
8931,1
12458,0
12828,0
7703,1
4979,0
3253,1
17630,0
16826,1
2661,1
2158,1
8578,1
8088,1
674,1
15196,1
7011,1
14667,1
10197,0
3841,0
1815,1
16962,1
17916,0
11788,0
12845,0
15643,1
2100,1
7982,1
15848,1
6708,0
1673,1
10293,0
4213,0
15055,1
14534,1
1548,1
14443,1
11515,0
11796,0
8547,1
5184,0
1461,1
15758,1
17527,0
3220,1
16630,1
17314,0
13339,0
7170,1
14115,1
7430,1
8967,1
1751,1
3976,0
8353,1
1772,1
9388,1
10070,1
10860,0
18040,0
2016,1
2005,1
16879,1
3893,0
13770,1
3237,1
4424,0
12936,0
10270,0
13411,0
8588,1
10980,0
2257,1
16908,1
4072,0
5574,0
9083,1
4968,0
5355,0
8418,1
6093,0
7935,1
16182,1
1519,1
16338,1
1378,1
5672,0
9215,1
2587,1
17853,0
5621,0
15772,1
13200,0
11049,0
16421,1
13963,1
5842,0
7122,1
12820,0
5832,0
9821,1
4888,0
12718,0
11715,0
5904,0
522,1
8043,1
3607,0
9120,1
13412,0
234,1
15892,1
3796,0
12310,0
6318,0
13193,0
7094,1
11992,0
10202,0
16749,1
17520,0
1948,1
6361,0
17538,0
15689,1
11684,0
6091,0
10863,0
17248,0
2224,1
9298,1
17205,0
9010,1
5571,0
4523,0
5793,0
14234,1
16975,1
5738,0
2624,1
4728,0
7818,1
8859,1
17979,0
17273,0
9080,1
14852,1
2437,1
6056,0
15171,1
9009,1
17647,0
11606,0
6352,0
10533,0
11989,0
3167,1
1809,1
16176,1
7161,1
9456,1
5086,0
13752,1
16096,1
14027,1
7016,1
13386,0
12641,0
15573,1
4945,0
12237,0
6046,0
16676,1
9227,1
5585,0
6919,1
5590,0
7226,1
1228,1
15389,1
6846,1
14901,1
13333,0
8244,1
15447,1
6555,0
12145,0
159,1
8851,1
9779,1
1589,1
5575,0
17604,0
7241,1
5565,0
6687,0
7190,1
15027,1
10576,0
14366,1
15830,1
7480,1
12050,0
13364,0
7570,1
1556,1
2828,1
436,1
5789,0
16308,1
12070,0
1588,1
7398,1
2780,1
3701,0
9242,1
5686,0
3965,0
4727,0
9165,1
1238,1
2951,1
10534,0
14579,1
15430,1
14238,1
10350,0
14519,1
14657,1
1497,1
12737,0
6465,1
7355,1
7823,1
7547,1
7913,1
12449,0
10614,0
16759,1
5185,0
5647,0
8549,1
5242,0
2130,1
11836,0
2092,1
5409,0
10207,0
11948,0
16714,1
187,1
14954,1
7938,1
3655,0
3426,0
15309,1
1381,1
16256,1
8605,1
7427,1
5037,0
4897,0
11528,0
11798,0
3175,1
16712,1
12834,0
15933,1
8448,1
11390,0
17963,0
15829,1
2235,1
8068,1
12935,0
9959,1
4236,0
14812,1
11150,0
15281,1
9764,1
24,0
3363,0
1088,1
12866,0
10886,0
8733,1
11590,0
11751,0
17310,0
2841,1
10503,0
7537,1
12306,0
11426,0
7470,1
7901,1
4152,0
9501,1
695,1
3735,0
11944,0
6337,0
1227,1
1999,1
276,1
14858,1
15187,1
5929,0
2953,1
3637,0
3906,0
4778,0
5845,0
17791,0
4117,0
15132,1
1137,1
2767,1
8182,1
16339,1
15843,1
7661,1
9134,1
13324,0
14840,1
2490,1
17778,0
7742,1
14482,1
13127,0
3935,0
17855,0
2384,1
8016,1
7084,1
115,1
1863,1
10750,0
3119,1
4258,0
364,1
9094,1
2819,1
12014,0
15230,1
14988,1
17249,0
4699,0
12369,0
3802,0
6068,0
14002,1
3536,0
3825,0
6642,0
16841,1
12991,0
13002,0
1946,1
17169,0
15245,1
13527,1
16526,1
11680,0
9802,1
7269,1
15590,1
7929,1
12982,0
7166,1
12869,0
13151,0
6963,1
5867,0
10859,0
4761,0
10386,0
882,1
13893,1
13305,0
557,1
16206,1
13331,0
1207,1
15135,1
7684,1
15429,1
9702,1
6538,1
12021,0
11924,0
10485,0
3211,1
3630,0
1708,1
10037,1
8458,1
14177,1
1140,1
3162,1
6207,0
16612,1
3730,0
10101,1
15427,1
2660,1
8848,1
1307,1
2567,1
9190,1
12452,0
2834,1
6905,1
11927,0
14072,1
9429,1
2151,1
17839,0
3835,0
3170,1
16277,1
16401,1
13283,0
10378,0
9326,1
5004,0
6626,0
9495,1
14270,1
1627,1
15997,1
9714,1
17895,0
358,1
138,1
8491,1
9748,1
13291,0
382,1
11181,0
15045,1
4857,0
7730,1
17058,1
1439,1
9569,1
13865,1
946,1
10582,0
5498,0
4916,0
8556,1
10913,0
1932,1
2352,1
3236,1
11332,0
12355,0
9493,1
17056,1
3807,0
10348,0
1936,1
5619,0
14766,1
4154,0
12364,0
8988,1
2416,1
15284,1
6139,0
785,1
14019,1
6789,1
11350,0
8036,1
8315,1
17583,0
5668,0
2172,1
2169,1
6628,0
4009,0
12829,0
4340,0
910,1
6268,0
14138,1
2309,1
10033,1
11826,0
9449,1
6591,0
4458,0
14325,1
7597,1
9370,1
17129,0
7939,1
4652,0
6218,0
11842,0
442,1
3415,0
9591,1
16933,1
15303,1
9649,1
15657,1
5744,0
1054,1
13120,0
11467,0
9655,1
3699,0
11951,0
929,1
17317,0
6468,1
8767,1
1829,1
11120,0
13104,0
14730,1
12413,0
11738,0
13790,1
17254,0
16142,1
16265,1
2011,1
913,1
7611,1
16416,1
15384,1
17874,0
2606,1
11456,0
4928,0
9783,1
6564,0
16269,1
6,0
11172,0
7835,1
6583,0
3361,0
12966,0
10135,1
15580,1
13691,1
1635,1
1141,1
16916,1
359,1
2070,1
3134,1
5160,0
6990,1
3243,1
16454,1
2242,1
1474,1
1823,1
10081,1
11627,0
3259,1
15834,1
11897,0
10213,0
4020,0
17015,1
8566,1
3500,0
2658,1
16643,1
14985,1
1130,1
13749,1
10516,0
1819,1
7461,1
15672,1
15613,1
16318,1
7064,1
4318,0
9342,1
12336,0
4669,0
9428,1
5476,0
17913,0
7980,1
1856,1
2282,1
2466,1
12555,0
12285,0
